FID	X	Y
998	229034.7989	1895165.101
999	229134.7989	1895165.101
1000	229234.7989	1895165.101
1001	229334.7989	1895165.101
1002	229434.7989	1895165.101
1003	229534.7989	1895165.101
1004	229634.7989	1895165.101
1005	229734.7989	1895165.101
1006	229834.7989	1895165.101
1007	229934.7989	1895165.101
1008	230034.7989	1895165.101
1009	230134.7989	1895165.101
1010	230234.7989	1895165.101
1011	230334.7989	1895165.101
1012	230434.7989	1895165.101
1013	230534.7989	1895165.101
1014	230634.7989	1895165.101
1015	230734.7989	1895165.101
1016	230834.7989	1895165.101
1017	230934.7989	1895165.101
1018	231034.7989	1895165.101
1019	231134.7989	1895165.101
1020	231234.7989	1895165.101
1021	231334.7989	1895165.101
1022	231434.7989	1895165.101
1023	231534.7989	1895165.101
1024	224134.7989	1895265.101
1025	224234.7989	1895265.101
1026	224334.7989	1895265.101
1027	224434.7989	1895265.101
1028	224534.7989	1895265.101
1029	224634.7989	1895265.101
1030	224734.7989	1895265.101
1031	224834.7989	1895265.101
1032	224934.7989	1895265.101
1033	225034.7989	1895265.101
1034	225134.7989	1895265.101
1035	225234.7989	1895265.101
1036	225334.7989	1895265.101
1037	225434.7989	1895265.101
1038	225534.7989	1895265.101
1039	225634.7989	1895265.101
1040	225734.7989	1895265.101
1041	225834.7989	1895265.101
1042	225934.7989	1895265.101
1043	226034.7989	1895265.101
1044	226134.7989	1895265.101
1045	226234.7989	1895265.101
1046	226334.7989	1895265.101
1047	226434.7989	1895265.101
1048	226534.7989	1895265.101
1049	226634.7989	1895265.101
1050	226734.7989	1895265.101
1051	226834.7989	1895265.101
1052	226934.7989	1895265.101
1053	227034.7989	1895265.101
1054	227134.7989	1895265.101
1055	227234.7989	1895265.101
1056	227334.7989	1895265.101
1057	227434.7989	1895265.101
1058	227534.7989	1895265.101
1059	227634.7989	1895265.101
1060	227734.7989	1895265.101
1061	227834.7989	1895265.101
1062	227934.7989	1895265.101
1063	228034.7989	1895265.101
1064	228134.7989	1895265.101
1065	228234.7989	1895265.101
1066	228334.7989	1895265.101
1067	228434.7989	1895265.101
1068	228534.7989	1895265.101
1069	228634.7989	1895265.101
1070	228734.7989	1895265.101
1071	228834.7989	1895265.101
1072	228934.7989	1895265.101
1073	229034.7989	1895265.101
1074	229134.7989	1895265.101
1075	229234.7989	1895265.101
1076	229334.7989	1895265.101
1077	229434.7989	1895265.101
1078	229534.7989	1895265.101
1079	229634.7989	1895265.101
1080	229734.7989	1895265.101
1081	229834.7989	1895265.101
1082	229934.7989	1895265.101
1083	230034.7989	1895265.101
1084	230134.7989	1895265.101
1085	230234.7989	1895265.101
1086	230334.7989	1895265.101
1087	230434.7989	1895265.101
1088	230534.7989	1895265.101
1089	230634.7989	1895265.101
1090	230734.7989	1895265.101
1091	230834.7989	1895265.101
1092	230934.7989	1895265.101
1093	231034.7989	1895265.101
1094	231134.7989	1895265.101
1095	231234.7989	1895265.101
1096	231334.7989	1895265.101
1097	231434.7989	1895265.101
1098	231534.7989	1895265.101
1099	224134.7989	1895365.101
1100	224234.7989	1895365.101
1101	224334.7989	1895365.101
1102	224434.7989	1895365.101
1103	224534.7989	1895365.101
1104	224634.7989	1895365.101
1105	224734.7989	1895365.101
1106	224834.7989	1895365.101
1107	224934.7989	1895365.101
1108	225034.7989	1895365.101
1109	225134.7989	1895365.101
1110	225234.7989	1895365.101
1111	225334.7989	1895365.101
1112	225434.7989	1895365.101
1113	225534.7989	1895365.101
1114	225634.7989	1895365.101
1115	225734.7989	1895365.101
1116	225834.7989	1895365.101
1117	225934.7989	1895365.101
1118	226034.7989	1895365.101
1119	226134.7989	1895365.101
1120	226234.7989	1895365.101
1121	226334.7989	1895365.101
1122	226434.7989	1895365.101
1123	226534.7989	1895365.101
1124	226634.7989	1895365.101
1125	226734.7989	1895365.101
1126	226834.7989	1895365.101
1127	226934.7989	1895365.101
1128	227034.7989	1895365.101
1129	227134.7989	1895365.101
1130	227234.7989	1895365.101
1131	227334.7989	1895365.101
1132	227434.7989	1895365.101
1133	227534.7989	1895365.101
1134	227634.7989	1895365.101
1135	227734.7989	1895365.101
1136	227834.7989	1895365.101
1137	227934.7989	1895365.101
1138	228034.7989	1895365.101
1139	228134.7989	1895365.101
1140	228234.7989	1895365.101
1141	228334.7989	1895365.101
1142	228434.7989	1895365.101
1143	228534.7989	1895365.101
1144	228634.7989	1895365.101
1145	228734.7989	1895365.101
1146	228834.7989	1895365.101
1147	228934.7989	1895365.101
1148	229034.7989	1895365.101
1149	229134.7989	1895365.101
1150	229234.7989	1895365.101
1151	229334.7989	1895365.101
1152	229434.7989	1895365.101
1153	229534.7989	1895365.101
1154	229634.7989	1895365.101
1155	229734.7989	1895365.101
1156	229834.7989	1895365.101
1157	229934.7989	1895365.101
1158	230034.7989	1895365.101
1159	230134.7989	1895365.101
1160	230234.7989	1895365.101
1161	230334.7989	1895365.101
1162	230434.7989	1895365.101
1163	230534.7989	1895365.101
1164	230634.7989	1895365.101
1165	230734.7989	1895365.101
1166	230834.7989	1895365.101
1167	230934.7989	1895365.101
1168	231034.7989	1895365.101
1169	231134.7989	1895365.101
1170	231234.7989	1895365.101
1171	231334.7989	1895365.101
1172	231434.7989	1895365.101
1173	231534.7989	1895365.101
1174	224134.7989	1895465.101
1175	224234.7989	1895465.101
1176	224334.7989	1895465.101
1177	224434.7989	1895465.101
1178	224534.7989	1895465.101
1179	224634.7989	1895465.101
1180	224734.7989	1895465.101
1181	224834.7989	1895465.101
1182	224934.7989	1895465.101
1183	225034.7989	1895465.101
1184	225134.7989	1895465.101
1185	225234.7989	1895465.101
1186	225334.7989	1895465.101
1187	225434.7989	1895465.101
1188	225534.7989	1895465.101
1189	225634.7989	1895465.101
1190	225734.7989	1895465.101
1191	225834.7989	1895465.101
1192	225934.7989	1895465.101
1193	226034.7989	1895465.101
1194	226134.7989	1895465.101
1195	226234.7989	1895465.101
1196	226334.7989	1895465.101
1197	226434.7989	1895465.101
1198	226534.7989	1895465.101
1199	226634.7989	1895465.101
1200	226734.7989	1895465.101
1201	226834.7989	1895465.101
1202	226934.7989	1895465.101
1203	227034.7989	1895465.101
1204	227134.7989	1895465.101
1205	227234.7989	1895465.101
1206	227334.7989	1895465.101
1207	227434.7989	1895465.101
1208	227534.7989	1895465.101
1209	227634.7989	1895465.101
1210	227734.7989	1895465.101
1211	227834.7989	1895465.101
1212	227934.7989	1895465.101
1213	228034.7989	1895465.101
1214	228134.7989	1895465.101
1215	228234.7989	1895465.101
1216	228334.7989	1895465.101
1217	228434.7989	1895465.101
1218	228534.7989	1895465.101
1219	228634.7989	1895465.101
1220	228734.7989	1895465.101
1221	228834.7989	1895465.101
1222	228934.7989	1895465.101
1223	229034.7989	1895465.101
1224	229134.7989	1895465.101
1225	229234.7989	1895465.101
1226	229334.7989	1895465.101
1227	229434.7989	1895465.101
1228	229534.7989	1895465.101
1229	229634.7989	1895465.101
1230	229734.7989	1895465.101
1231	229834.7989	1895465.101
1232	229934.7989	1895465.101
1233	230034.7989	1895465.101
1234	230134.7989	1895465.101
1235	230234.7989	1895465.101
1236	230334.7989	1895465.101
1237	230434.7989	1895465.101
1238	230534.7989	1895465.101
1239	230634.7989	1895465.101
1240	230734.7989	1895465.101
1241	230834.7989	1895465.101
1242	230934.7989	1895465.101
1243	231034.7989	1895465.101
1244	231134.7989	1895465.101
1245	231234.7989	1895465.101
1246	231334.7989	1895465.101
1247	231434.7989	1895465.101
1248	224134.7989	1895565.101
1249	224234.7989	1895565.101
1250	224334.7989	1895565.101
1251	224434.7989	1895565.101
1252	224534.7989	1895565.101
1253	224634.7989	1895565.101
1254	224734.7989	1895565.101
1255	224834.7989	1895565.101
1256	224934.7989	1895565.101
1257	225034.7989	1895565.101
1258	225134.7989	1895565.101
1259	225234.7989	1895565.101
1260	225334.7989	1895565.101
1261	225434.7989	1895565.101
1262	225534.7989	1895565.101
1263	225634.7989	1895565.101
1264	225734.7989	1895565.101
1265	225834.7989	1895565.101
1266	225934.7989	1895565.101
1267	226034.7989	1895565.101
1268	226134.7989	1895565.101
1269	226234.7989	1895565.101
1270	226334.7989	1895565.101
1271	226434.7989	1895565.101
1272	226534.7989	1895565.101
1273	226634.7989	1895565.101
1274	226734.7989	1895565.101
1275	226834.7989	1895565.101
1276	226934.7989	1895565.101
1277	227034.7989	1895565.101
1278	227134.7989	1895565.101
1279	227234.7989	1895565.101
1280	227334.7989	1895565.101
1281	227434.7989	1895565.101
1282	227534.7989	1895565.101
1283	227634.7989	1895565.101
1284	227734.7989	1895565.101
1285	227834.7989	1895565.101
1286	227934.7989	1895565.101
1287	228034.7989	1895565.101
1288	228134.7989	1895565.101
1289	228234.7989	1895565.101
1290	228334.7989	1895565.101
1291	228434.7989	1895565.101
1292	228534.7989	1895565.101
1293	228634.7989	1895565.101
1294	228734.7989	1895565.101
1295	228834.7989	1895565.101
1296	228934.7989	1895565.101
1297	229034.7989	1895565.101
1298	229134.7989	1895565.101
1299	229234.7989	1895565.101
1300	229334.7989	1895565.101
1301	229434.7989	1895565.101
1302	229534.7989	1895565.101
1303	229634.7989	1895565.101
1304	229734.7989	1895565.101
1305	229834.7989	1895565.101
1306	229934.7989	1895565.101
1307	230034.7989	1895565.101
1308	230134.7989	1895565.101
1309	230234.7989	1895565.101
1310	230334.7989	1895565.101
1311	230434.7989	1895565.101
1312	230534.7989	1895565.101
1313	230634.7989	1895565.101
1314	230734.7989	1895565.101
1315	230834.7989	1895565.101
1316	230934.7989	1895565.101
1317	231034.7989	1895565.101
1318	231134.7989	1895565.101
1319	231234.7989	1895565.101
1320	231334.7989	1895565.101
1321	231434.7989	1895565.101
1322	224134.7989	1895665.101
1323	224234.7989	1895665.101
1324	224334.7989	1895665.101
1325	224434.7989	1895665.101
1326	224534.7989	1895665.101
1327	224634.7989	1895665.101
1328	224734.7989	1895665.101
1329	224834.7989	1895665.101
1330	224934.7989	1895665.101
1331	225034.7989	1895665.101
1332	225134.7989	1895665.101
1333	225234.7989	1895665.101
1334	225334.7989	1895665.101
1335	225434.7989	1895665.101
1336	225534.7989	1895665.101
1337	225634.7989	1895665.101
1338	225734.7989	1895665.101
1339	225834.7989	1895665.101
1340	225934.7989	1895665.101
1341	226034.7989	1895665.101
1342	226134.7989	1895665.101
1343	226234.7989	1895665.101
1344	226334.7989	1895665.101
1345	226434.7989	1895665.101
1346	226534.7989	1895665.101
1347	226634.7989	1895665.101
1348	226734.7989	1895665.101
1349	226834.7989	1895665.101
1350	226934.7989	1895665.101
1351	227034.7989	1895665.101
1352	227134.7989	1895665.101
1353	227234.7989	1895665.101
1354	227334.7989	1895665.101
1355	227434.7989	1895665.101
1356	227534.7989	1895665.101
1357	227634.7989	1895665.101
1358	227734.7989	1895665.101
1359	227834.7989	1895665.101
1360	227934.7989	1895665.101
1361	228034.7989	1895665.101
1362	228134.7989	1895665.101
1363	228234.7989	1895665.101
1364	228334.7989	1895665.101
1365	228434.7989	1895665.101
1366	228534.7989	1895665.101
1367	228634.7989	1895665.101
1368	228734.7989	1895665.101
1369	228834.7989	1895665.101
1370	228934.7989	1895665.101
1371	229034.7989	1895665.101
1372	229134.7989	1895665.101
1373	229234.7989	1895665.101
1374	229334.7989	1895665.101
1375	229434.7989	1895665.101
1376	229534.7989	1895665.101
1377	229634.7989	1895665.101
1378	229734.7989	1895665.101
1379	229834.7989	1895665.101
1380	229934.7989	1895665.101
1381	230034.7989	1895665.101
1382	230134.7989	1895665.101
1383	230234.7989	1895665.101
1384	230334.7989	1895665.101
1385	230434.7989	1895665.101
1386	230534.7989	1895665.101
1387	230634.7989	1895665.101
1388	230734.7989	1895665.101
1389	230834.7989	1895665.101
1390	230934.7989	1895665.101
1391	231034.7989	1895665.101
1392	231134.7989	1895665.101
1393	231234.7989	1895665.101
1394	231334.7989	1895665.101
1395	231434.7989	1895665.101
1396	224134.7989	1895765.101
1397	224234.7989	1895765.101
1398	224334.7989	1895765.101
1399	224434.7989	1895765.101
1400	224534.7989	1895765.101
1401	224634.7989	1895765.101
1402	224734.7989	1895765.101
1403	224834.7989	1895765.101
1404	224934.7989	1895765.101
1405	225034.7989	1895765.101
1406	225134.7989	1895765.101
1407	225234.7989	1895765.101
1408	225334.7989	1895765.101
1409	225434.7989	1895765.101
1410	225534.7989	1895765.101
1411	225634.7989	1895765.101
1412	225734.7989	1895765.101
1413	225834.7989	1895765.101
1414	225934.7989	1895765.101
1415	226034.7989	1895765.101
1416	226134.7989	1895765.101
1417	226234.7989	1895765.101
1418	226334.7989	1895765.101
1419	226434.7989	1895765.101
1420	226534.7989	1895765.101
1421	226634.7989	1895765.101
1422	226734.7989	1895765.101
1423	226834.7989	1895765.101
1424	226934.7989	1895765.101
1425	227034.7989	1895765.101
1426	227134.7989	1895765.101
1427	227234.7989	1895765.101
1428	227334.7989	1895765.101
1429	227434.7989	1895765.101
1430	227534.7989	1895765.101
1431	227634.7989	1895765.101
1432	227734.7989	1895765.101
1433	227834.7989	1895765.101
1434	227934.7989	1895765.101
1435	228034.7989	1895765.101
1436	228134.7989	1895765.101
1437	228234.7989	1895765.101
1438	228334.7989	1895765.101
1439	228434.7989	1895765.101
1440	228534.7989	1895765.101
1441	228634.7989	1895765.101
1442	228734.7989	1895765.101
1443	228834.7989	1895765.101
1444	228934.7989	1895765.101
1445	229034.7989	1895765.101
1446	229134.7989	1895765.101
1447	229234.7989	1895765.101
1448	229334.7989	1895765.101
1449	229434.7989	1895765.101
1450	229534.7989	1895765.101
1451	229634.7989	1895765.101
1452	229734.7989	1895765.101
1453	229834.7989	1895765.101
1454	229934.7989	1895765.101
1455	230034.7989	1895765.101
1456	230134.7989	1895765.101
1457	230234.7989	1895765.101
1458	230334.7989	1895765.101
1459	230434.7989	1895765.101
1460	230534.7989	1895765.101
1461	230634.7989	1895765.101
1462	230734.7989	1895765.101
1463	230834.7989	1895765.101
1464	230934.7989	1895765.101
1465	231034.7989	1895765.101
1466	231134.7989	1895765.101
1467	231234.7989	1895765.101
1468	231334.7989	1895765.101
1469	231434.7989	1895765.101
1470	224134.7989	1895865.101
1471	224234.7989	1895865.101
1472	224334.7989	1895865.101
1473	224434.7989	1895865.101
1474	224534.7989	1895865.101
1475	224634.7989	1895865.101
1476	224734.7989	1895865.101
1477	224834.7989	1895865.101
1478	224934.7989	1895865.101
1479	225034.7989	1895865.101
1480	225134.7989	1895865.101
1481	225234.7989	1895865.101
1482	225334.7989	1895865.101
1483	225434.7989	1895865.101
1484	225534.7989	1895865.101
1485	225634.7989	1895865.101
1486	225734.7989	1895865.101
1487	225834.7989	1895865.101
1488	225934.7989	1895865.101
1489	226034.7989	1895865.101
1490	226134.7989	1895865.101
1491	226234.7989	1895865.101
1492	226334.7989	1895865.101
1493	226434.7989	1895865.101
1494	226534.7989	1895865.101
1495	226634.7989	1895865.101
1496	226734.7989	1895865.101
1497	226834.7989	1895865.101
1498	226934.7989	1895865.101
1499	227034.7989	1895865.101
1500	227134.7989	1895865.101
1501	227234.7989	1895865.101
1502	227334.7989	1895865.101
1503	227434.7989	1895865.101
1504	227534.7989	1895865.101
1505	227634.7989	1895865.101
1506	227734.7989	1895865.101
1507	227834.7989	1895865.101
1508	227934.7989	1895865.101
1509	228034.7989	1895865.101
1510	228134.7989	1895865.101
1511	228234.7989	1895865.101
1512	228334.7989	1895865.101
1513	228434.7989	1895865.101
1514	228534.7989	1895865.101
1515	228634.7989	1895865.101
1516	228734.7989	1895865.101
1517	228834.7989	1895865.101
1518	228934.7989	1895865.101
1519	229034.7989	1895865.101
1520	229134.7989	1895865.101
1521	229234.7989	1895865.101
1522	229334.7989	1895865.101
1523	229434.7989	1895865.101
1524	229534.7989	1895865.101
1525	229634.7989	1895865.101
1526	229734.7989	1895865.101
1527	229834.7989	1895865.101
1528	229934.7989	1895865.101
1529	230034.7989	1895865.101
1530	230134.7989	1895865.101
1531	230234.7989	1895865.101
1532	230334.7989	1895865.101
1533	230434.7989	1895865.101
1534	230534.7989	1895865.101
1535	230634.7989	1895865.101
1536	230734.7989	1895865.101
1537	230834.7989	1895865.101
1538	230934.7989	1895865.101
1539	231034.7989	1895865.101
1540	231134.7989	1895865.101
1541	231234.7989	1895865.101
1542	231334.7989	1895865.101
1543	231434.7989	1895865.101
1544	231534.7989	1895865.101
1545	224134.7989	1895965.101
1546	224234.7989	1895965.101
1547	224334.7989	1895965.101
1548	224434.7989	1895965.101
1549	224534.7989	1895965.101
1550	224634.7989	1895965.101
1551	224734.7989	1895965.101
1552	224834.7989	1895965.101
1553	224934.7989	1895965.101
1554	225034.7989	1895965.101
1555	225134.7989	1895965.101
1556	225234.7989	1895965.101
1557	225334.7989	1895965.101
1558	225434.7989	1895965.101
1559	225534.7989	1895965.101
1560	225634.7989	1895965.101
1561	225734.7989	1895965.101
1562	225834.7989	1895965.101
1563	225934.7989	1895965.101
1564	226034.7989	1895965.101
1565	226134.7989	1895965.101
1566	226234.7989	1895965.101
1567	226334.7989	1895965.101
1568	226434.7989	1895965.101
1569	226534.7989	1895965.101
1570	226634.7989	1895965.101
1571	226734.7989	1895965.101
1572	226834.7989	1895965.101
1573	226934.7989	1895965.101
1574	227034.7989	1895965.101
1575	227134.7989	1895965.101
1576	227234.7989	1895965.101
1577	227334.7989	1895965.101
1578	227434.7989	1895965.101
1579	227534.7989	1895965.101
1580	227634.7989	1895965.101
1581	227734.7989	1895965.101
1582	227834.7989	1895965.101
1583	227934.7989	1895965.101
1584	228034.7989	1895965.101
1585	228134.7989	1895965.101
1586	228234.7989	1895965.101
1587	228334.7989	1895965.101
1588	228434.7989	1895965.101
1589	228534.7989	1895965.101
1590	228634.7989	1895965.101
1591	228734.7989	1895965.101
1592	228834.7989	1895965.101
1593	228934.7989	1895965.101
1594	229034.7989	1895965.101
1595	229134.7989	1895965.101
1596	229234.7989	1895965.101
1597	229334.7989	1895965.101
1598	229434.7989	1895965.101
1599	229534.7989	1895965.101
1600	229634.7989	1895965.101
1601	229734.7989	1895965.101
1602	229834.7989	1895965.101
1603	229934.7989	1895965.101
1604	230034.7989	1895965.101
1605	230134.7989	1895965.101
1606	230234.7989	1895965.101
1607	230334.7989	1895965.101
1608	230434.7989	1895965.101
1609	230534.7989	1895965.101
1610	230634.7989	1895965.101
1611	230734.7989	1895965.101
1612	230834.7989	1895965.101
1613	230934.7989	1895965.101
1614	231034.7989	1895965.101
1615	231134.7989	1895965.101
1616	231234.7989	1895965.101
1617	231334.7989	1895965.101
1618	231434.7989	1895965.101
1619	224134.7989	1896065.101
1620	224234.7989	1896065.101
1621	224334.7989	1896065.101
1622	224434.7989	1896065.101
1623	224534.7989	1896065.101
1624	224634.7989	1896065.101
1625	224734.7989	1896065.101
1626	224834.7989	1896065.101
1627	224934.7989	1896065.101
1628	225034.7989	1896065.101
1629	225134.7989	1896065.101
1630	225234.7989	1896065.101
1631	225334.7989	1896065.101
1632	225434.7989	1896065.101
1633	225534.7989	1896065.101
1634	225634.7989	1896065.101
1635	225734.7989	1896065.101
1636	225834.7989	1896065.101
1637	225934.7989	1896065.101
1638	226034.7989	1896065.101
1639	226134.7989	1896065.101
1640	226234.7989	1896065.101
1641	226334.7989	1896065.101
1642	226434.7989	1896065.101
1643	226534.7989	1896065.101
1644	226634.7989	1896065.101
1645	226734.7989	1896065.101
1646	226834.7989	1896065.101
1647	226934.7989	1896065.101
1648	227034.7989	1896065.101
1649	227134.7989	1896065.101
1650	227234.7989	1896065.101
1651	227334.7989	1896065.101
1652	227434.7989	1896065.101
1653	227534.7989	1896065.101
1654	227634.7989	1896065.101
1655	227734.7989	1896065.101
1656	227834.7989	1896065.101
1657	227934.7989	1896065.101
1658	228034.7989	1896065.101
1659	228134.7989	1896065.101
1660	228234.7989	1896065.101
1661	228334.7989	1896065.101
1662	228434.7989	1896065.101
1663	228534.7989	1896065.101
1664	228634.7989	1896065.101
1665	228734.7989	1896065.101
1666	228834.7989	1896065.101
1667	228934.7989	1896065.101
1668	229034.7989	1896065.101
1669	229134.7989	1896065.101
1670	229234.7989	1896065.101
1671	229334.7989	1896065.101
1672	229434.7989	1896065.101
1673	229534.7989	1896065.101
1674	229634.7989	1896065.101
1675	229734.7989	1896065.101
1676	229834.7989	1896065.101
1677	229934.7989	1896065.101
1678	230034.7989	1896065.101
1679	230134.7989	1896065.101
1680	230234.7989	1896065.101
1681	230334.7989	1896065.101
1682	230434.7989	1896065.101
1683	230534.7989	1896065.101
1684	230634.7989	1896065.101
1685	230734.7989	1896065.101
1686	230834.7989	1896065.101
1687	230934.7989	1896065.101
1688	231034.7989	1896065.101
1689	231134.7989	1896065.101
1690	231234.7989	1896065.101
1691	231334.7989	1896065.101
1692	224134.7989	1896165.101
1693	224234.7989	1896165.101
1694	224334.7989	1896165.101
1695	224434.7989	1896165.101
1696	224534.7989	1896165.101
1697	224634.7989	1896165.101
1698	224734.7989	1896165.101
1699	224834.7989	1896165.101
1700	224934.7989	1896165.101
1701	225034.7989	1896165.101
1702	225134.7989	1896165.101
1703	225234.7989	1896165.101
1704	225334.7989	1896165.101
1705	225434.7989	1896165.101
1706	225534.7989	1896165.101
1707	225634.7989	1896165.101
1708	225734.7989	1896165.101
1709	225834.7989	1896165.101
1710	225934.7989	1896165.101
1711	226034.7989	1896165.101
1712	226134.7989	1896165.101
1713	226234.7989	1896165.101
1714	226334.7989	1896165.101
1715	226434.7989	1896165.101
1716	226534.7989	1896165.101
1717	226634.7989	1896165.101
1718	226734.7989	1896165.101
1719	226834.7989	1896165.101
1720	226934.7989	1896165.101
1721	227034.7989	1896165.101
1722	227134.7989	1896165.101
1723	227234.7989	1896165.101
1724	227334.7989	1896165.101
1725	227434.7989	1896165.101
1726	227534.7989	1896165.101
1727	227634.7989	1896165.101
1728	227734.7989	1896165.101
1729	227834.7989	1896165.101
1730	227934.7989	1896165.101
1731	228034.7989	1896165.101
1732	228134.7989	1896165.101
1733	228234.7989	1896165.101
1734	228334.7989	1896165.101
1735	228434.7989	1896165.101
1736	228534.7989	1896165.101
1737	228634.7989	1896165.101
1738	228734.7989	1896165.101
1739	228834.7989	1896165.101
1740	228934.7989	1896165.101
1741	229034.7989	1896165.101
1742	229134.7989	1896165.101
1743	229234.7989	1896165.101
1744	229334.7989	1896165.101
1745	229434.7989	1896165.101
1746	229534.7989	1896165.101
1747	229634.7989	1896165.101
1748	229734.7989	1896165.101
1749	229834.7989	1896165.101
1750	229934.7989	1896165.101
1751	230034.7989	1896165.101
1752	230134.7989	1896165.101
1753	230234.7989	1896165.101
1754	230334.7989	1896165.101
1755	230434.7989	1896165.101
1756	230534.7989	1896165.101
1757	230634.7989	1896165.101
1758	230734.7989	1896165.101
1759	230834.7989	1896165.101
1760	230934.7989	1896165.101
1761	231034.7989	1896165.101
1762	231134.7989	1896165.101
1763	231234.7989	1896165.101
1764	231334.7989	1896165.101
1765	224234.7989	1896265.101
1766	224334.7989	1896265.101
1767	224434.7989	1896265.101
1768	224534.7989	1896265.101
1769	224634.7989	1896265.101
1770	224734.7989	1896265.101
1771	224834.7989	1896265.101
1772	224934.7989	1896265.101
1773	225034.7989	1896265.101
1774	225134.7989	1896265.101
1775	225234.7989	1896265.101
1776	225334.7989	1896265.101
1777	225434.7989	1896265.101
1778	225534.7989	1896265.101
1779	225634.7989	1896265.101
1780	225734.7989	1896265.101
1781	225834.7989	1896265.101
1782	225934.7989	1896265.101
1783	226034.7989	1896265.101
1784	226134.7989	1896265.101
1785	226234.7989	1896265.101
1786	226334.7989	1896265.101
1787	226434.7989	1896265.101
1788	226534.7989	1896265.101
1789	226634.7989	1896265.101
1790	226734.7989	1896265.101
1791	226834.7989	1896265.101
1792	226934.7989	1896265.101
1793	227034.7989	1896265.101
1794	227134.7989	1896265.101
1795	227234.7989	1896265.101
1796	227334.7989	1896265.101
1797	227434.7989	1896265.101
1798	227534.7989	1896265.101
1799	227634.7989	1896265.101
1800	227734.7989	1896265.101
1801	227834.7989	1896265.101
1802	227934.7989	1896265.101
1803	228034.7989	1896265.101
1804	228134.7989	1896265.101
1805	228234.7989	1896265.101
1806	228334.7989	1896265.101
1807	228434.7989	1896265.101
1808	228534.7989	1896265.101
1809	228634.7989	1896265.101
1810	228734.7989	1896265.101
1811	228834.7989	1896265.101
1812	228934.7989	1896265.101
1813	229034.7989	1896265.101
1814	229134.7989	1896265.101
1815	229234.7989	1896265.101
1816	229334.7989	1896265.101
1817	229434.7989	1896265.101
1818	229534.7989	1896265.101
1819	229634.7989	1896265.101
1820	229734.7989	1896265.101
1821	229834.7989	1896265.101
1822	229934.7989	1896265.101
1823	230034.7989	1896265.101
1824	230134.7989	1896265.101
1825	230234.7989	1896265.101
1826	230334.7989	1896265.101
1827	230434.7989	1896265.101
1828	230534.7989	1896265.101
1829	230634.7989	1896265.101
1830	230734.7989	1896265.101
1831	230834.7989	1896265.101
1832	230934.7989	1896265.101
1833	231034.7989	1896265.101
1834	231134.7989	1896265.101
1835	231234.7989	1896265.101
1836	231334.7989	1896265.101
1837	224334.7989	1896365.101
1838	224434.7989	1896365.101
1839	224534.7989	1896365.101
1840	224634.7989	1896365.101
1841	224734.7989	1896365.101
1842	224834.7989	1896365.101
1843	224934.7989	1896365.101
1844	225034.7989	1896365.101
1845	225134.7989	1896365.101
1846	225234.7989	1896365.101
1847	225334.7989	1896365.101
1848	225434.7989	1896365.101
1849	225534.7989	1896365.101
1850	225634.7989	1896365.101
1851	225734.7989	1896365.101
1852	225834.7989	1896365.101
1853	225934.7989	1896365.101
1854	226034.7989	1896365.101
1855	226134.7989	1896365.101
1856	226234.7989	1896365.101
1857	226334.7989	1896365.101
1858	226434.7989	1896365.101
1859	226534.7989	1896365.101
1860	226634.7989	1896365.101
1861	226734.7989	1896365.101
1862	226834.7989	1896365.101
1863	226934.7989	1896365.101
1864	227034.7989	1896365.101
1865	227134.7989	1896365.101
1866	227234.7989	1896365.101
1867	227334.7989	1896365.101
1868	227434.7989	1896365.101
1869	227534.7989	1896365.101
1870	227634.7989	1896365.101
1871	227734.7989	1896365.101
1872	227834.7989	1896365.101
1873	227934.7989	1896365.101
1874	228034.7989	1896365.101
1875	228134.7989	1896365.101
1876	228234.7989	1896365.101
1877	228334.7989	1896365.101
1878	228434.7989	1896365.101
1879	228534.7989	1896365.101
1880	228634.7989	1896365.101
1881	228734.7989	1896365.101
1882	228834.7989	1896365.101
1883	228934.7989	1896365.101
1884	229034.7989	1896365.101
1885	229134.7989	1896365.101
1886	229234.7989	1896365.101
1887	229334.7989	1896365.101
1888	229434.7989	1896365.101
1889	229534.7989	1896365.101
1890	229634.7989	1896365.101
1891	229734.7989	1896365.101
1892	229834.7989	1896365.101
1893	229934.7989	1896365.101
1894	230034.7989	1896365.101
1895	230134.7989	1896365.101
1896	230234.7989	1896365.101
1897	230334.7989	1896365.101
1898	230434.7989	1896365.101
1899	230534.7989	1896365.101
1900	230634.7989	1896365.101
1901	230734.7989	1896365.101
1902	230834.7989	1896365.101
1903	230934.7989	1896365.101
1904	231034.7989	1896365.101
1905	231134.7989	1896365.101
1906	231234.7989	1896365.101
1907	231334.7989	1896365.101
1908	231434.7989	1896365.101
1909	231534.7989	1896365.101
1910	224434.7989	1896465.101
1911	224534.7989	1896465.101
1912	224634.7989	1896465.101
1913	224734.7989	1896465.101
1914	224834.7989	1896465.101
1915	224934.7989	1896465.101
1916	225034.7989	1896465.101
1917	225134.7989	1896465.101
1918	225234.7989	1896465.101
1919	225334.7989	1896465.101
1920	225434.7989	1896465.101
1921	225534.7989	1896465.101
1922	225634.7989	1896465.101
1923	225734.7989	1896465.101
1924	225834.7989	1896465.101
1925	225934.7989	1896465.101
1926	226034.7989	1896465.101
1927	226134.7989	1896465.101
1928	226234.7989	1896465.101
1929	226334.7989	1896465.101
