CellNum	LandUse	SoilClass
1867	Urban	Entisols
1868	Scrub	Entisols
1869	PaddyK	Entisols
1870	Scrub	Alfisols 1
1871	Scrub	Alfisols 1
1872	Scrub	Alfisols 1
1873	Scrub	Alfisols 1
1874	Scrub	Alfisols 1
1875	Scrub	Alfisols 1
1876	Scrub	Inceptisols
1877	Scrub	Inceptisols
1878	Scrub	Inceptisols
1879	Scrub	Inceptisols
1880	Fruit	Inceptisols
1881	Fruit	Inceptisols
1882	Scrub	Inceptisols
1883	Scrub	Alfisols 1
1884	Scrub	Alfisols 1
1885	Scrub	Inceptisols
1886	Scrub	Inceptisols
1887	Scrub	Inceptisols
1888	Scrub	Inceptisols
1889	Scrub	Alfisols 1
1890	PaddyR	Entisols
1891	PaddyR	Entisols
1892	Scrub	Alfisols 1
1893	Scrub	Alfisols 1
1894	Scrub	Alfisols 1
1895	Scrub	Alfisols 1
1896	Scrub	Alfisols 1
1897	Scrub	Alfisols 1
1898	Scrub	Alfisols 1
1899	Scrub	Alfisols 1
1900	Scrub	Entisols
1901	Scrub	Alfisols 1
1902	Scrub	Alfisols 1
1903	Scrub	Alfisols 1
1904	Fruit	Alfisols 1
1905	Scrub	Alfisols 1
1906	Scrub	Alfisols 1
1907	Scrub	Alfisols 1
1908	Scrub	Alfisols 1
1909	Scrub	Alfisols 1
1910	Fruit	Inceptisols
1911	Scrub	Inceptisols
1912	Scrub	Alfisols 1
1913	Scrub	Alfisols 1
1914	Scrub	Alfisols 1
1915	Scrub	Alfisols 1
1916	PaddyR	Entisols
1917	PaddyK	Entisols
1918	PaddyR	Entisols
1919	PaddyK	Entisols
1920	Scrub	Entisols
1921	Scrub	Tank
1922	Scrub	Entisols
1923	PaddyR	Entisols
1924	Scrub	Entisols
1925	Scrub	Entisols
1926	Scrub	Alfisols 1
1927	Scrub	Alfisols 1
1928	Scrub	Alfisols 1
1929	Scrub	Alfisols 1
1930	Scrub	Alfisols 1
1931	Scrub	Alfisols 1
1932	Scrub	Alfisols 1
1933	Scrub	Alfisols 1
1934	Urban	Alfisols 1
1935	Urban	Alfisols 1
1936	Urban	Alfisols 1
1937	Urban	Alfisols 1
1938	Urban	Entisols
1939	Urban	Entisols
1940	Scrub	Entisols
1941	Scrub	Alfisols 1
1942	Scrub	Alfisols 1
1943	Scrub	Alfisols 1
1944	Scrub	Alfisols 1
1945	Scrub	Alfisols 1
1946	Scrub	Alfisols 1
1947	Scrub	Alfisols 1
1948	Scrub	Alfisols 1
1949	Scrub	Inceptisols
1950	Scrub	Inceptisols
1951	Scrub	Alfisols 1
1952	Scrub	Inceptisols
1953	Fruit	Inceptisols
1954	Scrub	Alfisols 1
1955	Scrub	Alfisols 1
1956	Scrub	Alfisols 1
1957	Scrub	Inceptisols
1958	Scrub	Inceptisols
1959	Scrub	Alfisols 1
1960	Scrub	Alfisols 1
1961	Scrub	Alfisols 1
1962	Scrub	Entisols
1963	PaddyR	Entisols
1964	Scrub	Entisols
1965	Scrub	Alfisols 1
1966	Scrub	Alfisols 1
1967	Scrub	Alfisols 1
1968	Scrub	Alfisols 1
1969	PaddyK	Entisols
1970	PaddyR	Alfisols 1
1971	Scrub	Alfisols 1
1972	Scrub	Entisols
1973	Scrub	Alfisols 1
1974	Scrub	Alfisols 1
1975	Scrub	Alfisols 1
1976	Fruit	Alfisols 1
1977	Scrub	Alfisols 1
1978	Scrub	Alfisols 1
1979	Scrub	Alfisols 1
1980	Scrub	Inceptisols
1981	Scrub	Alfisols 1
1982	Scrub	Alfisols 1
1983	Scrub	Alfisols 1
1984	Scrub	Inceptisols
1985	Scrub	Alfisols 1
1986	Scrub	Alfisols 1
1987	Scrub	Alfisols 1
1988	Scrub	Inceptisols
1989	Scrub	Alfisols 1
1990	Scrub	Alfisols 1
1991	Scrub	Entisols
1992	Tank	Entisols
1993	Tank	Entisols
1994	Tank	Entisols
1995	Scrub	Entisols
1996	PaddyK	Entisols
1997	Scrub	Entisols
1998	Scrub	Alfisols 1
1999	PaddyK	Alfisols 1
2000	Scrub	Alfisols 1
2001	Scrub	Alfisols 1
2002	Scrub	Alfisols 1
2003	Scrub	Alfisols 1
2004	Scrub	Alfisols 1
2005	Scrub	Alfisols 1
2006	Scrub	Alfisols 1
2007	Urban	Alfisols 1
2008	Urban	Alfisols 1
2009	Urban	Alfisols 1
2010	Urban	Alfisols 1
2011	Scrub	Entisols
2012	Scrub	Entisols
2013	PaddyR	Entisols
2014	Scrub	Alfisols 1
2015	Scrub	Alfisols 1
2016	Scrub	Alfisols 1
2017	Scrub	Alfisols 1
2018	Scrub	Alfisols 1
2019	Scrub	Alfisols 1
2020	Scrub	Alfisols 1
2021	Scrub	Inceptisols
2022	Scrub	Inceptisols
2023	Scrub	Inceptisols
2024	Scrub	Alfisols 1
2025	Scrub	Alfisols 1
2026	Scrub	Alfisols 1
2027	Scrub	Alfisols 1
2028	Scrub	Alfisols 1
2029	Scrub	Alfisols 1
2030	Scrub	Inceptisols
2031	Scrub	Alfisols 1
2032	Scrub	Inceptisols
2033	Scrub	Alfisols 1
2034	Scrub	Alfisols 1
2035	Scrub	Alfisols 1
2036	Scrub	Entisols
2037	Scrub	Entisols
2038	Scrub	Alfisols 1
2039	Scrub	Entisols
2040	Scrub	Entisols
2041	Scrub	Entisols
2042	PaddyR	Entisols
2043	Scrub	Entisols
2044	Scrub	Entisols
2045	Scrub	Alfisols 1
2046	Scrub	Alfisols 1
2047	Scrub	Alfisols 1
2048	PaddyK	Alfisols 1
2049	PaddyR	Alfisols 1
2050	Scrub	Alfisols 1
2051	Scrub	Alfisols 1
2052	Scrub	Alfisols 1
2053	Scrub	Inceptisols
2054	Scrub	Alfisols 1
2055	Scrub	Alfisols 1
2056	Scrub	Alfisols 1
2057	Scrub	Alfisols 1
2058	Scrub	Alfisols 1
2059	Scrub	Alfisols 1
2060	Scrub	Alfisols 1
2061	Scrub	Alfisols 1
2062	Scrub	Alfisols 1
2063	Tank	Alfisols 1
2064	Scrub	Entisols
2065	Scrub	Entisols
2066	Scrub	Entisols
2067	Scrub	Entisols
2068	Scrub	Entisols
2069	Scrub	Entisols
2070	PaddyR	Alfisols 1
2071	Scrub	Alfisols 1
2072	Scrub	Alfisols 1
2073	Scrub	Alfisols 1
2074	Scrub	Alfisols 1
2075	Scrub	Alfisols 1
2076	Urban	Alfisols 1
2077	Scrub	Alfisols 1
2078	Scrub	Alfisols 1
2079	Scrub	Alfisols 1
2080	Scrub	Alfisols 1
2081	Scrub	Alfisols 1
2082	Scrub	Entisols
2083	PaddyR	Entisols
2084	PaddyR	Entisols
2085	Scrub	Alfisols 1
2086	Scrub	Alfisols 1
2087	Scrub	Alfisols 1
2088	Scrub	Alfisols 1
2089	Scrub	Alfisols 1
2090	Scrub	Alfisols 1
2091	Scrub	Alfisols 1
2092	Scrub	Alfisols 1
2093	Scrub	Alfisols 1
2094	Fruit	Alfisols 1
2095	Scrub	Alfisols 1
2096	Scrub	Alfisols 1
2097	Scrub	Alfisols 1
2098	Scrub	Alfisols 1
2099	Scrub	Alfisols 1
2100	Scrub	Alfisols 1
2101	Scrub	Inceptisols
2102	Scrub	Alfisols 1
2103	Scrub	Inceptisols
2104	Scrub	Inceptisols
2105	Scrub	Alfisols 1
2106	Scrub	Alfisols 1
2107	Scrub	Entisols
2108	Scrub	Entisols
2109	Scrub	Entisols
2110	Scrub	Entisols
2111	Scrub	Entisols
2112	Scrub	Entisols
2113	Scrub	Alfisols 1
2114	Scrub	Alfisols 1
2115	Scrub	Alfisols 1
2116	Scrub	Entisols
2117	Scrub	Alfisols 1
2118	Scrub	Alfisols 1
2119	Scrub	Alfisols 1
2120	PaddyK	Alfisols 1
2121	PaddyR	Alfisols 1
2122	Scrub	Alfisols 1
2123	Scrub	Alfisols 1
2124	Scrub	Alfisols 1
2125	Scrub	Alfisols 1
2126	Scrub	Alfisols 1
2127	Scrub	Alfisols 1
2128	PaddyR	Alfisols 1
2129	Scrub	Alfisols 1
2130	Scrub	Alfisols 1
2131	Scrub	Alfisols 1
2132	Scrub	Alfisols 1
2133	Scrub	Alfisols 1
2134	Scrub	Alfisols 1
2135	Scrub	Inceptisols
2136	Scrub	Alfisols 1
2137	Scrub	Alfisols 1
2138	Scrub	Entisols
2139	Scrub	Entisols
2140	Scrub	Entisols
2141	PaddyK	Entisols
2142	Scrub	Alfisols 1
2143	Scrub	Alfisols 1
2144	Scrub	Alfisols 1
2145	Scrub	Alfisols 1
2146	Scrub	Alfisols 1
2147	Scrub	Alfisols 1
2148	Scrub	Alfisols 1
2149	Scrub	Alfisols 1
2150	Scrub	Alfisols 1
2151	PaddyR	Alfisols 1
2152	Scrub	Alfisols 1
2153	Scrub	Entisols
2154	Scrub	Entisols
2155	Scrub	Entisols
2156	Scrub	Alfisols 1
2157	Scrub	Alfisols 1
2158	Scrub	Alfisols 1
2159	Scrub	Alfisols 1
2160	Scrub	Alfisols 1
2161	Scrub	Alfisols 1
2162	Scrub	Alfisols 1
2163	Scrub	Alfisols 1
2164	Scrub	Alfisols 1
2165	Scrub	Alfisols 1
2166	Fruit	Alfisols 1
2167	Scrub	Alfisols 1
2168	PaddyR	Alfisols 1
2169	Scrub	Alfisols 1
2170	Scrub	Alfisols 1
2171	Scrub	Alfisols 1
2172	Scrub	Inceptisols
2173	Scrub	Inceptisols
2174	Scrub	Inceptisols
2175	Scrub	Alfisols 1
2176	Scrub	Inceptisols
2177	Scrub	Inceptisols
2178	Scrub	Inceptisols
2179	Scrub	Entisols
2180	Scrub	Entisols
2181	PaddyR	Entisols
2182	Scrub	Alfisols 1
2183	Scrub	Alfisols 1
2184	Scrub	Alfisols 1
2185	Scrub	Alfisols 1
2186	Scrub	Alfisols 1
2187	Scrub	Alfisols 1
2188	Scrub	Alfisols 1
2189	Scrub	Alfisols 1
2190	Scrub	Alfisols 1
2191	Scrub	Alfisols 1
2192	PaddyR	Alfisols 1
2193	PaddyR	Alfisols 1
2194	Scrub	Alfisols 1
2195	Scrub	Alfisols 1
2196	Scrub	Alfisols 1
2197	Scrub	Alfisols 1
2198	Scrub	Alfisols 1
2199	Scrub	Alfisols 1
2200	Scrub	Alfisols 1
2201	Scrub	Alfisols 1
2202	Scrub	Alfisols 1
2203	Scrub	Alfisols 1
2204	Scrub	Inceptisols
2205	Scrub	Alfisols 1
2206	Scrub	Alfisols 1
2207	Scrub	Alfisols 1
2208	Scrub	Alfisols 1
2209	Scrub	Alfisols 1
2210	Scrub	Entisols
2211	PaddyR	Entisols
2212	PaddyR	Entisols
2213	Scrub	Entisols
2214	PaddyK	Alfisols 1
2215	PaddyR	Alfisols 1
2216	Scrub	Alfisols 1
2217	Scrub	Alfisols 1
2218	Scrub	Alfisols 1
2219	Scrub	Alfisols 1
2220	Scrub	Alfisols 1
2221	Scrub	Alfisols 1
2222	PaddyR	Alfisols 1
2223	Scrub	Entisols
2224	Scrub	Entisols
2225	Scrub	Entisols
2226	Scrub	Alfisols 1
2227	Scrub	Alfisols 1
2228	Scrub	Alfisols 1
2229	Scrub	Alfisols 1
2230	Scrub	Alfisols 1
2231	Scrub	Alfisols 1
2232	Scrub	Alfisols 1
2233	Scrub	Alfisols 1
2234	Scrub	Alfisols 1
2235	Scrub	Alfisols 1
2236	Scrub	Alfisols 1
2237	Scrub	Alfisols 1
2238	Scrub	Alfisols 1
2239	Scrub	Alfisols 1
2240	Scrub	Alfisols 1
2241	Scrub	Alfisols 1
2242	Scrub	Alfisols 1
2243	Scrub	Alfisols 1
2244	Scrub	Inceptisols
2245	Scrub	Alfisols 1
2246	Scrub	Alfisols 1
2247	Scrub	Alfisols 1
2248	Scrub	Alfisols 1
2249	Scrub	Alfisols 1
2250	Scrub	Entisols
2251	Scrub	Entisols
2252	PaddyR	Entisols
2253	Scrub	Alfisols 1
2254	Scrub	Alfisols 1
2255	Scrub	Alfisols 1
2256	Scrub	Alfisols 1
2257	Scrub	Alfisols 1
2258	Scrub	Inceptisols
2259	Scrub	Inceptisols
2260	Scrub	Alfisols 1
2261	Scrub	Alfisols 1
2262	Scrub	Alfisols 1
2263	Scrub	Alfisols 1
2264	Scrub	Alfisols 1
2265	Scrub	Alfisols 1
2266	Fruit	Alfisols 1
2267	Fruit	Inceptisols
2268	Fruit	Alfisols 1
2269	Scrub	Alfisols 1
2270	Scrub	Alfisols 1
2271	Scrub	Alfisols 1
2272	Scrub	Alfisols 1
2273	Scrub	Alfisols 1
2274	Scrub	Alfisols 1
2275	Scrub	Alfisols 1
2276	Scrub	Alfisols 1
2277	Scrub	Alfisols 1
2278	Scrub	Alfisols 1
2279	Scrub	Alfisols 1
2280	Scrub	Alfisols 1
2281	Scrub	Entisols
2282	Scrub	Entisols
2283	Scrub	Entisols
2284	Scrub	Alfisols 1
2285	PaddyR	Alfisols 1
2286	PaddyR	Alfisols 1
2287	Scrub	Alfisols 1
2288	Scrub	Alfisols 1
2289	Scrub	Alfisols 1
2290	Scrub	Alfisols 1
2291	Scrub	Alfisols 1
2292	Scrub	Entisols
2293	Scrub	Entisols
2294	Scrub	Entisols
2295	Scrub	Entisols
2296	Scrub	Alfisols 1
2297	Scrub	Alfisols 1
2298	Scrub	Alfisols 1
2299	Scrub	Alfisols 1
2300	Scrub	Alfisols 1
2301	Scrub	Alfisols 1
2302	Scrub	Alfisols 1
2303	Scrub	Alfisols 1
2304	Scrub	Alfisols 1
2305	Scrub	Alfisols 1
2306	Scrub	Alfisols 1
2307	Scrub	Alfisols 1
2308	Scrub	Alfisols 1
2309	Scrub	Alfisols 1
2310	Scrub	Alfisols 1
2311	Scrub	Alfisols 1
2312	Scrub	Alfisols 1
2313	Scrub	Alfisols 1
2314	Scrub	Inceptisols
2315	Scrub	Alfisols 1
2316	Scrub	Alfisols 1
2317	Scrub	Alfisols 1
2318	Scrub	Alfisols 1
2319	Scrub	Entisols
2320	Scrub	Alfisols 1
2321	Scrub	Alfisols 1
2322	PaddyK	Alfisols 1
2323	Scrub	Alfisols 1
2324	Scrub	Alfisols 1
2325	Scrub	Inceptisols
2326	Scrub	Inceptisols
2327	Scrub	Inceptisols
2328	Scrub	Inceptisols
2329	Scrub	Alfisols 1
2330	Scrub	Alfisols 1
2331	Scrub	Inceptisols
2332	Scrub	Alfisols 1
2333	Scrub	Alfisols 1
2334	Scrub	Alfisols 1
2335	Scrub	Alfisols 1
2336	Scrub	Inceptisols
2337	Scrub	Inceptisols
2338	Scrub	Alfisols 1
2339	Scrub	Alfisols 1
2340	Scrub	Alfisols 1
2341	Scrub	Alfisols 1
2342	Scrub	Alfisols 1
2343	Scrub	Alfisols 1
2344	Scrub	Alfisols 1
2345	Scrub	Alfisols 1
2346	Scrub	Alfisols 1
2347	Scrub	Alfisols 1
2348	Scrub	Alfisols 1
2349	Scrub	Alfisols 1
2350	Scrub	Alfisols 1
2351	Scrub	Entisols
2352	Scrub	Entisols
2353	Scrub	Entisols
2354	Scrub	Entisols
2355	Scrub	Alfisols 1
2356	Scrub	Alfisols 1
2357	Scrub	Alfisols 1
2358	Scrub	Alfisols 1
2359	Scrub	Alfisols 1
2360	Scrub	Alfisols 1
2361	Scrub	Entisols
2362	Scrub	Entisols
2363	Scrub	Entisols
2364	PaddyK	Entisols
2365	Scrub	Entisols
2366	Scrub	Alfisols 1
2367	Scrub	Alfisols 1
2368	Scrub	Alfisols 1
2369	Scrub	Alfisols 1
2370	Scrub	Alfisols 1
2371	Scrub	Alfisols 1
2372	Scrub	Alfisols 1
2373	Scrub	Alfisols 1
2374	Scrub	Alfisols 1
2375	Scrub	Alfisols 1
2376	Scrub	Alfisols 1
2377	Scrub	Alfisols 1
2378	Scrub	Alfisols 1
2379	Scrub	Alfisols 1
2380	Scrub	Alfisols 1
2381	Scrub	Alfisols 1
2382	Scrub	Alfisols 1
2383	Scrub	Entisols
2384	Scrub	Alfisols 1
2385	Scrub	Inceptisols
2386	Scrub	Inceptisols
2387	Scrub	Alfisols 1
2388	Scrub	Entisols
2389	Scrub	Entisols
2390	Scrub	Alfisols 1
2391	PaddyK	Alfisols 1
2392	Scrub	Alfisols 1
2393	Scrub	Alfisols 1
2394	Scrub	Inceptisols
2395	Scrub	Inceptisols
2396	Scrub	Inceptisols
2397	Scrub	Inceptisols
2398	Scrub	Inceptisols
2399	Scrub	Alfisols 1
2400	Scrub	Alfisols 1
2401	Scrub	Inceptisols
2402	Scrub	Alfisols 1
2403	Scrub	Alfisols 1
2404	Scrub	Alfisols 1
2405	Scrub	Inceptisols
2406	Scrub	Inceptisols
2407	Scrub	Inceptisols
2408	Scrub	Alfisols 1
2409	Scrub	Inceptisols
2410	Scrub	Alfisols 1
2411	Scrub	Alfisols 1
2412	Scrub	Alfisols 1
2413	Scrub	Alfisols 1
2414	Scrub	Alfisols 1
2415	Scrub	Alfisols 1
2416	Scrub	Alfisols 1
2417	Scrub	Alfisols 1
2418	Scrub	Alfisols 1
2419	Scrub	Alfisols 1
2420	Scrub	Alfisols 1
2421	Scrub	Alfisols 1
2422	Scrub	Entisols
2423	Scrub	Entisols
2424	Scrub	Entisols
2425	Scrub	Entisols
2426	Scrub	Alfisols 1
2427	Scrub	Alfisols 1
2428	Scrub	Alfisols 1
2429	Scrub	Alfisols 1
2430	Scrub	Alfisols 1
2431	Scrub	Alfisols 1
2432	Scrub	Entisols
2433	Scrub	Entisols
2434	PaddyR	Entisols
2435	Scrub	Entisols
2436	PaddyR	Alfisols 1
2437	Scrub	Alfisols 1
2438	Scrub	Alfisols 1
2439	Scrub	Alfisols 1
2440	Scrub	Alfisols 1
2441	Scrub	Alfisols 1
2442	Scrub	Alfisols 1
2443	Scrub	Alfisols 1
2444	Scrub	Alfisols 1
2445	Scrub	Alfisols 1
2446	Scrub	Alfisols 1
2447	Scrub	Alfisols 1
2448	Scrub	Alfisols 1
2449	Scrub	Alfisols 1
2450	Scrub	Alfisols 1
2451	Scrub	Alfisols 1
2452	Scrub	Alfisols 1
2453	Scrub	Alfisols 1
2454	Scrub	Entisols
2455	Scrub	Alfisols 1
2456	Scrub	Alfisols 1
2457	Scrub	Alfisols 1
2458	Scrub	Entisols
2459	Scrub	Entisols
2460	Scrub	Alfisols 1
2461	Scrub	Alfisols 1
2462	Scrub	Alfisols 1
2463	Scrub	Alfisols 1
2464	Scrub	Inceptisols
2465	Scrub	Inceptisols
2466	Scrub	Alfisols 1
2467	Scrub	Inceptisols
2468	Scrub	Inceptisols
2469	Scrub	Inceptisols
2470	Scrub	Inceptisols
2471	Scrub	Inceptisols
2472	Scrub	Inceptisols
2473	Scrub	Inceptisols
2474	Scrub	Inceptisols
2475	Scrub	Alfisols 1
2476	Scrub	Alfisols 1
2477	Scrub	Inceptisols
2478	Scrub	Inceptisols
2479	Scrub	Inceptisols
2480	Scrub	Inceptisols
2481	Scrub	Inceptisols
2482	Scrub	Alfisols 1
2483	Scrub	Alfisols 1
2484	PaddyK	Alfisols 1
2485	Scrub	Alfisols 1
2486	Scrub	Alfisols 1
2487	Scrub	Alfisols 1
2488	Scrub	Alfisols 1
2489	Scrub	Alfisols 1
2490	Scrub	Alfisols 1
2491	Scrub	Alfisols 1
2492	Scrub	Alfisols 2
2493	Scrub	Alfisols 2
2494	Scrub	Alfisols 2
2495	Scrub	Entisols
2496	Scrub	Entisols
2497	Scrub	Entisols
2498	Scrub	Entisols
2499	Scrub	Entisols
2500	Scrub	Entisols
2501	Scrub	Alfisols 1
2502	Scrub	Alfisols 1
2503	Scrub	Alfisols 1
2504	Scrub	Alfisols 1
2505	Scrub	Alfisols 1
2506	Scrub	Entisols
2507	Scrub	Entisols
2508	Scrub	Alfisols 1
2509	Scrub	Alfisols 1
2510	Scrub	Alfisols 1
2511	Scrub	Alfisols 1
2512	Scrub	Alfisols 1
2513	Scrub	Alfisols 1
2514	Scrub	Alfisols 1
2515	Scrub	Alfisols 1
2516	Scrub	Alfisols 1
2517	Scrub	Alfisols 1
2518	Scrub	Alfisols 1
2519	Scrub	Alfisols 1
2520	Scrub	Alfisols 1
2521	Scrub	Alfisols 1
2522	Scrub	Alfisols 1
2523	Scrub	Alfisols 1
2524	Scrub	Alfisols 1
2525	Scrub	Alfisols 1
2526	Scrub	Alfisols 1
2527	Scrub	Alfisols 1
2528	Scrub	Entisols
2529	Scrub	Alfisols 1
2530	Scrub	Alfisols 1
2531	Scrub	Alfisols 1
2532	Scrub	Entisols
2533	Scrub	Alfisols 1
2534	Scrub	Alfisols 1
2535	Scrub	Alfisols 1
2536	Scrub	Alfisols 1
2537	Scrub	Alfisols 1
2538	Scrub	Alfisols 1
2539	Scrub	Alfisols 1
2540	Scrub	Alfisols 1
2541	Scrub	Alfisols 1
2542	Scrub	Alfisols 1
2543	Scrub	Alfisols 1
2544	Scrub	Inceptisols
2545	Scrub	Inceptisols
2546	Scrub	Alfisols 1
2547	Scrub	Alfisols 1
2548	Scrub	Inceptisols
2549	Scrub	Inceptisols
2550	Scrub	Alfisols 1
2551	Scrub	Inceptisols
2552	Scrub	Inceptisols
2553	Scrub	Inceptisols
2554	Scrub	Inceptisols
2555	Scrub	Inceptisols
2556	Scrub	Inceptisols
2557	Scrub	Alfisols 1
2558	Scrub	Alfisols 1
2559	Scrub	Alfisols 1
2560	Scrub	Alfisols 1
2561	Scrub	Alfisols 1
2562	Scrub	Alfisols 1
2563	Scrub	Alfisols 1
2564	Scrub	Alfisols 1
2565	Scrub	Alfisols 1
2566	Scrub	Alfisols 2
2567	Scrub	Alfisols 2
2568	Scrub	Alfisols 2
2569	Scrub	Tank
2570	Scrub	Entisols
2571	Scrub	Alfisols 1
2572	Scrub	Alfisols 1
2573	Scrub	Alfisols 1
2574	PaddyR	Entisols
2575	Scrub	Entisols
2576	Scrub	Entisols
2577	Scrub	Entisols
2578	Scrub	Alfisols 1
2579	Scrub	Alfisols 1
2580	Scrub	Alfisols 1
2581	Scrub	Alfisols 1
2582	Scrub	Entisols
2583	Scrub	Entisols
2584	Scrub	Alfisols 1
2585	Scrub	Alfisols 1
2586	Scrub	Alfisols 1
2587	Scrub	Alfisols 1
2588	Scrub	Alfisols 1
2589	Scrub	Alfisols 1
2590	Scrub	Alfisols 1
2591	Scrub	Alfisols 1
2592	Scrub	Alfisols 1
2593	Scrub	Alfisols 1
2594	Scrub	Alfisols 1
2595	Scrub	Alfisols 1
2596	Scrub	Alfisols 1
2597	Scrub	Alfisols 1
2598	Scrub	Alfisols 1
2599	Scrub	Alfisols 1
2600	Scrub	Alfisols 1
2601	Forest	Alfisols 1
2602	Scrub	Alfisols 1
2603	Scrub	Alfisols 1
2604	Scrub	Alfisols 1
2605	Scrub	Alfisols 1
2606	Scrub	Alfisols 1
2607	Scrub	Alfisols 1
2608	Scrub	Entisols
2609	Scrub	Alfisols 1
2610	Scrub	Alfisols 1
2611	Scrub	Alfisols 1
2612	Scrub	Alfisols 1
2613	Scrub	Alfisols 1
2614	Scrub	Alfisols 1
2615	Scrub	Alfisols 1
2616	Scrub	Alfisols 1
2617	Scrub	Inceptisols
2618	Scrub	Inceptisols
2619	Scrub	Inceptisols
2620	Scrub	Inceptisols
2621	Scrub	Inceptisols
2622	Scrub	Inceptisols
2623	Scrub	Inceptisols
2624	Scrub	Inceptisols
2625	Scrub	Inceptisols
2626	Scrub	Inceptisols
2627	Scrub	Alfisols 1
2628	Scrub	Inceptisols
2629	Scrub	Inceptisols
2630	Scrub	Inceptisols
2631	Scrub	Inceptisols
2632	Scrub	Alfisols 1
2633	Scrub	Alfisols 1
2634	Scrub	Alfisols 1
2635	Scrub	Alfisols 1
2636	PaddyR	Alfisols 1
2637	Scrub	Alfisols 1
2638	Scrub	Alfisols 1
2639	Scrub	Alfisols 1
2640	Scrub	Inceptisols
2641	Scrub	Alfisols 1
2642	Scrub	Alfisols 1
2643	Scrub	Alfisols 2
2644	Scrub	Alfisols 2
2645	Scrub	Alfisols 2
2646	Scrub	Tank
2647	Scrub	Alfisols 1
2648	Scrub	Alfisols 1
2649	Scrub	Alfisols 1
2650	Scrub	Alfisols 1
2651	Scrub	Alfisols 1
2652	Scrub	Entisols
2653	Scrub	Entisols
2654	Scrub	Entisols
2655	Scrub	Entisols
2656	Scrub	Alfisols 1
2657	Scrub	Alfisols 1
2658	Scrub	Entisols
2659	Scrub	Entisols
2660	Scrub	Alfisols 1
2661	Scrub	Alfisols 1
2662	Scrub	Alfisols 1
2663	Scrub	Alfisols 1
2664	Scrub	Inceptisols
2665	Scrub	Alfisols 1
2666	Scrub	Inceptisols
2667	Scrub	Alfisols 1
2668	Urban	Alfisols 1
2669	Scrub	Alfisols 1
2670	Scrub	Alfisols 1
2671	Scrub	Alfisols 1
2672	Scrub	Alfisols 1
2673	Scrub	Alfisols 1
2674	Scrub	Alfisols 1
2675	Forest	Alfisols 1
2676	Forest	Alfisols 1
2677	Forest	Alfisols 1
2678	Forest	Alfisols 1
2679	Forest	Alfisols 1
2680	Scrub	Alfisols 1
2681	Scrub	Alfisols 1
2682	Scrub	Alfisols 1
2683	Scrub	Alfisols 1
2684	Scrub	Alfisols 1
2685	PaddyK	Entisols
2686	Scrub	Alfisols 1
2687	Scrub	Alfisols 1
2688	Scrub	Alfisols 1
2689	Scrub	Entisols
2690	Scrub	Alfisols 1
2691	Scrub	Alfisols 1
2692	Scrub	Alfisols 1
2693	Scrub	Alfisols 1
2694	Scrub	Alfisols 1
2695	Scrub	Inceptisols
2696	Scrub	Inceptisols
2697	Scrub	Inceptisols
2698	Scrub	Inceptisols
2699	Scrub	Inceptisols
2700	Scrub	Inceptisols
2701	Scrub	Inceptisols
2702	Scrub	Inceptisols
2703	Scrub	Inceptisols
2704	Scrub	Alfisols 1
2705	Scrub	Inceptisols
2706	Scrub	Inceptisols
2707	Scrub	Inceptisols
2708	Scrub	Alfisols 1
2709	Scrub	Alfisols 1
2710	Scrub	Alfisols 1
2711	Scrub	Alfisols 1
2712	Scrub	Alfisols 1
2713	Scrub	Alfisols 1
2714	Scrub	Alfisols 1
2715	Scrub	Alfisols 1
2716	Scrub	Alfisols 1
2717	Scrub	Alfisols 1
2718	Scrub	Alfisols 1
2719	Scrub	Alfisols 1
2720	Scrub	Inceptisols
2721	Scrub	Inceptisols
2722	Scrub	Inceptisols
2723	Scrub	Alfisols 2
2724	Scrub	Alfisols 2
2725	Scrub	Alfisols 1
2726	Scrub	Alfisols 1
2727	Scrub	Alfisols 1
2728	Scrub	Alfisols 1
2729	Scrub	Entisols
2730	PaddyR	Entisols
2731	Scrub	Entisols
2732	Scrub	Entisols
2733	Scrub	Entisols
2734	Scrub	Entisols
2735	Scrub	Entisols
2736	Scrub	Alfisols 1
2737	Scrub	Alfisols 1
2738	Scrub	Alfisols 1
2739	Scrub	Inceptisols
2740	Scrub	Inceptisols
2741	Scrub	Inceptisols
2742	Scrub	Inceptisols
2743	Scrub	Inceptisols
2744	Scrub	Alfisols 1
2745	Urban	Alfisols 1
2746	Scrub	Alfisols 1
2747	Scrub	Alfisols 1
2748	Scrub	Alfisols 1
2749	Scrub	Alfisols 1
2750	Scrub	Alfisols 1
2751	Forest	Alfisols 1
2752	Forest	Alfisols 1
2753	Forest	Alfisols 1
2754	Forest	Alfisols 1
2755	Forest	Alfisols 1
2756	Forest	Alfisols 1
2757	Forest	Alfisols 1
2758	Scrub	Alfisols 1
2759	Scrub	Alfisols 1
2760	Scrub	Entisols
2761	Scrub	Alfisols 1
2762	Scrub	Entisols
2763	Scrub	Entisols
2764	Scrub	Alfisols 1
2765	Scrub	Entisols
2766	Scrub	Entisols
2767	Scrub	Alfisols 1
2768	Scrub	Alfisols 1
2769	Scrub	Alfisols 1
2770	Scrub	Alfisols 1
2771	Scrub	Inceptisols
2772	Scrub	Inceptisols
2773	Scrub	Inceptisols
2774	Scrub	Inceptisols
2775	Scrub	Inceptisols
