Date	Nday	CH01	CH02	CH03	CH15	CH18
2017-11-15	498	#N/A	#N/A	362.92	#N/A	362.09
2017-11-16	499	#N/A	#N/A	362.90	#N/A	362.07
2017-11-17	500	#N/A	365.68	362.73	#N/A	362.04
2017-11-18	501	#N/A	365.70	362.61	#N/A	362.03
2017-11-19	502	#N/A	365.73	362.51	#N/A	362.01
2017-11-20	503	#N/A	365.79	362.46	#N/A	362.01
2017-11-21	504	#N/A	365.84	362.44	#N/A	362.02
2017-11-22	505	#N/A	365.83	362.41	#N/A	362.05
2017-11-23	506	365.38	365.80	362.39	#N/A	362.06
2017-11-24	507	365.36	365.76	362.36	#N/A	362.04
2017-11-25	508	365.33	365.71	362.33	#N/A	362.02
2017-11-26	509	365.32	365.68	362.30	#N/A	361.99
2017-11-27	510	365.32	365.67	362.29	#N/A	361.99
2017-11-28	511	365.32	365.66	362.28	#N/A	361.99
2017-11-29	512	365.30	365.62	362.25	#N/A	361.96
2017-11-30	513	365.30	365.60	362.23	#N/A	361.93
2017-12-01	514	365.28	365.57	362.23	#N/A	361.94
2017-12-02	515	365.25	365.53	362.18	#N/A	361.90
2017-12-03	516	365.24	365.51	362.16	#N/A	361.89
2017-12-04	517	365.22	365.48	362.15	#N/A	361.88
2017-12-05	518	365.22	365.34	362.14	#N/A	#N/A
2017-12-06	519	365.19	365.22	362.17	#N/A	#N/A
2017-12-07	520	365.17	365.19	362.17	#N/A	#N/A
2017-12-08	521	365.16	365.16	362.18	#N/A	#N/A
2017-12-09	522	365.14	365.14	362.18	#N/A	#N/A
2017-12-10	523	365.13	365.11	362.17	#N/A	#N/A
2017-12-11	524	365.12	365.09	362.19	#N/A	#N/A
2017-12-12	525	365.11	365.06	362.19	#N/A	#N/A
2017-12-13	526	365.10	365.04	362.17	#N/A	#N/A
2017-12-14	527	365.08	365.01	362.18	#N/A	#N/A
2017-12-15	528	365.07	364.99	362.17	#N/A	#N/A
2017-12-16	529	365.07	364.97	362.18	#N/A	#N/A
2017-12-17	530	365.06	364.95	362.19	#N/A	#N/A
2017-12-18	531	365.03	364.92	362.19	#N/A	#N/A
2017-12-19	532	365.01	364.88	362.18	#N/A	#N/A
2017-12-20	533	365.00	364.86	362.19	#N/A	#N/A
2017-12-21	534	364.95	364.82	362.16	#N/A	#N/A
2017-12-22	535	364.93	364.78	362.14	#N/A	#N/A
2017-12-23	536	364.88	364.73	362.12	#N/A	#N/A
2017-12-24	537	364.84	364.68	362.10	#N/A	#N/A
2017-12-25	538	364.81	364.64	362.14	#N/A	#N/A
2017-12-26	539	364.78	364.61	362.14	#N/A	#N/A
2017-12-27	540	364.75	364.58	362.14	#N/A	#N/A
2017-12-28	541	364.70	364.52	362.15	#N/A	#N/A
2017-12-29	542	364.66	364.49	362.17	#N/A	#N/A
2017-12-30	543	364.59	364.45	362.16	#N/A	#N/A
2017-12-31	544	364.53	364.39	362.17	#N/A	#N/A
2018-01-01	545	364.49	364.34	362.15	#N/A	#N/A
2018-01-02	546	364.48	364.32	362.14	#N/A	#N/A
2018-01-03	547	364.44	364.30	362.17	#N/A	#N/A
2018-01-04	548	364.44	364.28	362.17	#N/A	#N/A
2018-01-05	549	364.40	364.24	362.18	#N/A	#N/A
2018-01-06	550	364.33	364.18	362.16	#N/A	#N/A
2018-01-07	551	364.31	364.16	362.15	#N/A	#N/A
2018-01-08	552	364.29	364.14	362.18	#N/A	#N/A
2018-01-09	553	364.27	364.12	362.21	#N/A	#N/A
2018-01-10	554	364.23	364.09	362.21	#N/A	#N/A
2018-01-11	555	364.15	364.04	362.21	#N/A	#N/A
2018-01-12	556	364.13	364.00	362.21	#N/A	#N/A
2018-01-13	557	364.09	363.97	362.22	#N/A	#N/A
2018-01-14	558	364.03	363.93	362.22	#N/A	#N/A
2018-01-15	559	363.98	363.89	362.22	#N/A	#N/A
2018-01-16	560	363.94	363.84	362.24	#N/A	#N/A
