CellNumber	2002	2003	2005	2011	2012	2013	2014	2015
3	70.4	173.5	283.0	0.0	0.0	67.0	0.0	0.0
16	105.6	213.1	349.4	69.0	115.0	190.0	49.0	0.0
17	75.8	176.9	301.7	44.0	92.0	284.0	27.0	80.0
27	59.6	177.7	246.0	0.0	0.0	0.0	0.0	0.0
28	95.5	204.3	272.4	0.0	0.0	67.0	0.0	0.0
29	105.5	224.2	336.2	0.0	0.0	236.0	63.0	179.0
30	83.0	185.0	295.8	5.0	185.0	473.0	-7.0	74.0
31	70.5	121.1	196.0	35.0	0.0	121.0	13.0	0.0
32	64.7	95.7	167.2	36.0	31.0	79.0	21.0	71.0
34	50.0	122.7	225.0	0.0	15.0	107.0	11.0	51.0
39	68.4	142.8	191.2	0.0	0.0	0.0	0.0	0.0
40	60.0	170.9	225.5	0.0	0.0	0.0	0.0	0.0
41	106.0	216.2	279.9	15.0	38.0	93.0	14.0	0.0
42	136.5	252.3	371.0	1.0	155.0	372.0	42.0	189.0
43	117.7	242.7	351.2	47.0	118.0	313.0	35.0	52.0
44	94.4	197.2	281.2	74.0	73.0	265.0	18.0	0.0
45	73.1	123.9	195.3	61.0	73.0	296.0	30.0	74.0
46	88.7	179.8	225.3	15.0	20.0	68.0	5.0	40.0
47	81.9	211.5	287.5	15.0	42.0	121.0	-7.0	45.0
48	38.3	120.0	256.2	0.0	40.0	107.0	-3.0	0.0
49	31.8	103.5	219.5	0.0	0.0	0.0	0.0	0.0
52	119.9	242.3	323.8	0.0	0.0	111.0	0.0	0.0
53	72.7	231.5	313.7	49.0	71.0	399.0	132.0	180.0
54	81.3	188.4	245.6	0.0	0.0	126.0	82.0	132.0
55	131.2	253.0	370.9	111.0	155.0	299.0	63.0	154.0
56	103.1	239.6	381.8	70.0	166.0	413.0	-9.0	67.0
57	78.6	186.6	273.9	26.0	157.0	344.0	-4.0	68.0
58	65.5	129.1	189.8	39.0	143.0	289.0	-16.0	145.0
59	78.6	210.5	237.5	30.0	74.0	276.0	-18.0	136.0
60	75.7	270.2	328.2	23.0	79.0	217.0	35.0	110.0
61	42.6	181.3	305.0	36.0	169.0	287.0	23.0	47.0
62	26.0	112.3	211.3	11.0	83.0	119.0	24.0	65.0
65	111.4	231.9	427.2	70.0	0.0	224.0	0.0	0.0
66	89.4	232.9	382.2	0.0	304.0	585.0	107.0	114.0
67	83.4	165.8	214.3	40.0	89.0	212.0	-2.0	213.0
68	112.9	220.2	261.6	41.0	44.0	197.0	-4.0	84.0
69	93.2	230.6	267.7	43.0	30.0	291.0	-6.0	132.0
70	57.6	151.0	198.1	59.0	57.0	490.0	-5.0	7.0
71	59.9	114.2	164.3	52.0	94.0	384.0	-1.0	81.0
72	70.0	155.1	213.2	25.0	130.0	335.0	-10.0	86.0
73	67.9	216.9	286.3	25.0	123.0	231.0	32.0	63.0
74	36.2	194.8	297.4	31.0	117.0	245.0	15.0	68.0
75	30.3	144.4	261.5	29.0	59.0	210.0	-15.0	68.0
79	72.6	124.4	243.9	12.0	55.0	339.0	17.0	73.0
80	99.6	130.4	203.7	27.0	37.0	239.0	16.0	82.0
81	106.3	186.4	229.4	67.0	106.0	445.0	10.0	129.0
82	88.4	216.8	243.9	55.0	62.0	235.0	40.0	88.0
83	53.4	146.3	192.4	14.0	12.0	73.0	8.0	10.0
84	62.4	167.5	198.1	11.0	58.0	251.0	-12.0	53.0
85	70.0	210.0	241.6	38.0	108.0	295.0	15.0	93.0
86	50.1	190.9	223.4	26.0	83.0	183.0	25.0	77.0
87	50.4	177.2	231.6	15.0	73.0	125.0	14.0	52.0
88	49.7	143.7	249.8	17.0	36.0	130.0	16.0	36.0
91	88.1	216.9	301.1	0.0	15.0	136.0	1.0	6.0
92	97.3	197.4	285.9	18.0	94.0	362.0	35.0	88.0
93	80.9	125.8	206.9	48.0	62.0	297.0	25.0	90.0
94	104.6	213.8	269.2	72.0	160.0	473.0	31.0	72.0
95	90.0	246.0	327.1	65.0	106.0	392.0	28.0	136.0
96	46.5	130.2	206.4	24.0	4.0	129.0	4.0	26.0
97	45.8	159.0	214.6	0.0	18.0	120.0	-4.0	28.0
98	60.2	211.5	247.0	41.0	71.0	271.0	27.0	136.0
99	43.4	145.2	192.2	43.0	103.0	270.0	4.0	136.0
100	55.1	141.6	235.5	11.0	49.0	158.0	30.0	42.0
101	57.4	120.9	251.6	17.0	0.0	160.0	33.0	30.0
102	57.4	120.9	251.6	22.0	0.0	43.0	48.0	0.0
104	74.4	214.3	305.0	4.0	33.0	94.0	9.0	27.0
105	86.0	257.4	371.2	40.0	121.0	399.0	39.0	135.0
106	101.6	247.3	349.4	31.0	126.0	218.0	41.0	125.0
107	121.2	305.2	352.7	0.0	61.0	360.0	55.0	129.0
108	89.9	252.2	302.2	47.0	76.0	305.0	39.0	143.0
109	59.0	144.4	254.4	2.0	78.0	166.0	12.0	70.0
110	50.4	146.5	256.5	0.0	18.0	53.0	0.0	8.0
111	49.6	134.6	198.6	12.0	3.0	77.0	18.0	32.0
112	60.0	120.6	185.2	29.0	-15.0	196.0	21.0	54.0
113	87.0	212.9	373.8	26.0	21.0	188.0	65.0	13.0
114	65.2	179.6	394.4	22.0	51.0	127.0	45.0	10.0
117	56.0	118.5	196.8	0.0	0.0	0.0	0.0	0.0
118	64.1	144.0	236.6	0.0	0.0	0.0	0.0	0.0
119	79.0	239.1	369.8	0.0	0.0	65.0	0.0	0.0
120	105.6	293.5	337.8	26.0	131.0	301.0	29.0	63.0
121	87.0	223.6	232.4	46.0	145.0	437.0	32.0	105.0
