Date	HH_basin	HH_CH11
19/10/2016	367.06	357.54
20/10/2016	367.06	357.70
21/10/2016	367.02	357.85
22/10/2016	366.89	358.00
23/10/2016	366.81	358.13
24/10/2016	366.71	358.24
25/10/2016	366.63	358.33
26/10/2016	366.55	358.39
27/10/2016	366.46	358.43
28/10/2016	366.38	358.48
29/10/2016	366.31	358.51
30/10/2016	366.35	358.55
31/10/2016	366.85	358.58
01/11/2016	366.86	358.61
02/11/2016	366.88	358.66
03/11/2016	366.78	358.71
04/11/2016	366.69	358.72
05/11/2016	366.60	358.74
06/11/2016	366.52	358.73
07/11/2016	366.46	358.75
08/11/2016	366.45	358.76
09/11/2016	366.48	358.77
10/11/2016	366.50	358.76
11/11/2016	366.49	358.74
12/11/2016	366.48	358.70
13/11/2016	366.46	358.69
14/11/2016	366.46	358.73
15/11/2016	366.47	358.84
16/11/2016	366.47	358.81
17/11/2016	366.44	358.79
18/11/2016	366.36	358.79
19/11/2016	366.28	358.81
20/11/2016	366.21	358.79
21/11/2016	366.15	358.78
22/11/2016	366.09	358.80
23/11/2016	366.02	358.81
24/11/2016	365.96	359.14
25/11/2016	365.90	359.47
26/11/2016	365.84	359.52
27/11/2016	365.78	359.49
28/11/2016	365.73	359.44
29/11/2016	365.67	359.37
30/11/2016	365.61	359.24
01/12/2016	365.56	359.14
02/12/2016	365.51	359.10
03/12/2016	365.46	359.06
04/12/2016	365.41	359.02
05/12/2016	365.37	359.01
06/12/2016	365.32	358.98
07/12/2016	365.28	358.95
08/12/2016	365.24	358.93
09/12/2016	365.20	358.93
10/12/2016	365.17	358.90
11/12/2016	365.14	358.88
12/12/2016	365.11	358.84
13/12/2016	365.09	358.77
14/12/2016	365.06	358.59
15/12/2016	365.04	358.57
16/12/2016	365.02	358.54
17/12/2016	365.00	358.45
18/12/2016	364.98	358.39
19/12/2016	364.96	358.41
20/12/2016	364.94	358.39
21/12/2016	364.92	358.32
22/12/2016	364.90	358.29
23/12/2016	364.88	358.36
24/12/2016	364.87	358.39
25/12/2016	364.85	358.38
26/12/2016	364.83	358.36
27/12/2016	364.82	358.35
28/12/2016	364.80	358.32
29/12/2016	364.78	358.25
30/12/2016	364.77	358.19
31/12/2016	364.75	358.12
01/01/2017	364.73	358.08
02/01/2017	364.72	358.04
03/01/2017	364.70	358.02
04/01/2017	364.69	357.99
05/01/2017	364.67	357.99
06/01/2017	364.86	358.02
07/01/2017	365.38	358.01
08/01/2017	366.06	357.98
09/01/2017	366.20	357.98
10/01/2017	366.17	357.96
11/01/2017	366.07	358.07
12/01/2017	366.20	358.16
13/01/2017	366.41	358.17
14/01/2017	366.59	358.19
15/01/2017	366.73	358.19
16/01/2017	366.81	358.18
17/01/2017	366.74	358.16
18/01/2017	366.59	358.14
19/01/2017	366.46	358.13
20/01/2017	366.34	358.14
21/01/2017	366.23	358.11
22/01/2017	366.14	358.07
23/01/2017	366.05	358.04
24/01/2017	365.95	357.99
25/01/2017	365.87	357.98
26/01/2017	365.78	357.88
27/01/2017	365.70	357.86
28/01/2017	365.62	357.84
29/01/2017	365.55	357.82
30/01/2017	365.48	357.82
31/01/2017	365.41	357.80
01/02/2017	365.35	357.77
02/02/2017	365.29	357.73
03/02/2017	365.24	357.72
04/02/2017	365.20	357.71
05/02/2017	365.15	357.70
06/02/2017	365.11	357.68
07/02/2017	365.07	357.67
08/02/2017	365.03	357.65
09/02/2017	364.98	357.67
10/02/2017	364.95	357.69
11/02/2017	364.92	357.69
12/02/2017	364.89	357.69
13/02/2017	364.86	357.69
14/02/2017	364.83	357.66
15/02/2017	364.81	357.64
16/02/2017	364.79	357.64
17/02/2017	364.76	357.59
18/02/2017	364.74	357.42
19/02/2017	364.72	357.36
20/02/2017	364.69	357.31
21/02/2017	364.67	357.28
22/02/2017	364.66	357.20
23/02/2017	364.64	357.17
24/02/2017	364.62	357.07
25/02/2017	364.62	357.02
26/02/2017	364.60	356.93
27/02/2017	364.58	356.81
28/02/2017	364.56	356.66
01/03/2017	364.55	356.51
02/03/2017	364.54	356.41
03/03/2017	364.52	356.38
04/03/2017	364.51	356.38
05/03/2017	364.49	356.34
