Date	HH_basin	HH_CH02
30/01/2017	365.48	362.44
31/01/2017	365.41	362.43
01/02/2017	365.35	362.43
02/02/2017	365.29	362.40
03/02/2017	365.24	362.36
04/02/2017	365.20	362.30
05/02/2017	365.15	362.24
06/02/2017	365.11	362.18
07/02/2017	365.07	362.11
08/02/2017	365.03	362.03
09/02/2017	364.98	361.94
10/02/2017	364.95	361.86
11/02/2017	364.92	361.76
12/02/2017	364.89	361.67
13/02/2017	364.86	361.58
14/02/2017	364.83	361.49
15/02/2017	364.81	361.42
16/02/2017	364.79	361.35
17/02/2017	364.76	361.28
18/02/2017	364.74	361.20
19/02/2017	364.72	361.13
20/02/2017	364.69	361.08
21/02/2017	364.67	361.01
22/02/2017	364.66	360.94
23/02/2017	364.64	360.88
24/02/2017	364.62	360.83
25/02/2017	364.62	360.77
26/02/2017	364.60	360.72
27/02/2017	364.58	360.66
28/02/2017	364.56	360.60
01/03/2017	364.55	360.55
02/03/2017	364.54	360.50
03/03/2017	364.52	360.44
04/03/2017	364.51	360.39
05/03/2017	364.49	360.33
