Date	HH_basin	HH_CH01
09/12/2016	365.20	363.28
10/12/2016	365.17	363.06
11/12/2016	365.14	363.00
12/12/2016	365.11	362.95
13/12/2016	365.09	362.88
14/12/2016	365.06	362.81
15/12/2016	365.04	362.76
16/12/2016	365.02	362.69
17/12/2016	365.00	362.64
18/12/2016	364.98	362.57
19/12/2016	364.96	362.51
20/12/2016	364.94	362.45
21/12/2016	364.92	362.39
22/12/2016	364.90	362.32
23/12/2016	364.88	362.26
24/12/2016	364.87	362.20
25/12/2016	364.85	362.14
26/12/2016	364.83	362.08
27/12/2016	364.82	362.03
28/12/2016	364.80	361.96
29/12/2016	364.78	361.91
30/12/2016	364.77	361.86
31/12/2016	364.75	361.81
01/01/2017	364.73	361.76
02/01/2017	364.72	361.71
03/01/2017	364.70	361.67
04/01/2017	364.69	361.62
05/01/2017	364.67	361.57
06/01/2017	364.86	361.53
07/01/2017	365.38	361.60
08/01/2017	366.06	361.83
09/01/2017	366.20	362.20
10/01/2017	366.17	362.42
11/01/2017	366.07	362.59
12/01/2017	366.20	362.72
13/01/2017	366.41	362.87
14/01/2017	366.59	363.08
15/01/2017	366.73	363.30
16/01/2017	366.81	363.50
17/01/2017	366.74	363.63
18/01/2017	366.59	363.69
19/01/2017	366.46	363.74
20/01/2017	366.34	363.75
21/01/2017	366.23	363.72
22/01/2017	366.14	363.66
23/01/2017	366.05	363.59
24/01/2017	365.95	363.52
25/01/2017	365.87	363.44
26/01/2017	365.78	363.37
27/01/2017	365.70	363.29
28/01/2017	365.62	363.21
29/01/2017	365.55	363.13
30/01/2017	365.48	363.04
31/01/2017	365.41	362.96
01/02/2017	365.35	362.87
02/02/2017	365.29	362.75
03/02/2017	365.24	362.66
04/02/2017	365.20	362.58
05/02/2017	365.15	362.47
06/02/2017	365.11	362.38
07/02/2017	365.07	362.30
08/02/2017	365.03	362.17
09/02/2017	364.98	362.11
10/02/2017	364.95	362.03
11/02/2017	364.92	361.94
12/02/2017	364.89	361.85
13/02/2017	364.86	361.76
14/02/2017	364.83	361.67
15/02/2017	364.81	361.60
16/02/2017	364.79	361.53
17/02/2017	364.76	361.46
18/02/2017	364.74	361.38
19/02/2017	364.72	361.32
20/02/2017	364.69	361.25
21/02/2017	364.67	361.19
22/02/2017	364.66	361.12
23/02/2017	364.64	361.08
24/02/2017	364.62	361.00
25/02/2017	364.62	360.95
26/02/2017	364.60	360.89
27/02/2017	364.58	360.83
28/02/2017	364.56	360.77
01/03/2017	364.55	360.71
02/03/2017	364.54	360.67
03/03/2017	364.52	360.61
04/03/2017	364.51	360.56
05/03/2017	364.49	360.50
