Date	HH_basin	HH_CH03
24/11/2016	365.96	358.59
25/11/2016	365.90	358.62
26/11/2016	365.84	358.63
27/11/2016	365.78	358.62
28/11/2016	365.73	358.61
29/11/2016	365.67	358.59
30/11/2016	365.61	358.56
01/12/2016	365.56	358.56
02/12/2016	365.51	358.55
03/12/2016	365.46	358.52
04/12/2016	365.41	358.50
05/12/2016	365.37	358.49
06/12/2016	365.32	358.49
07/12/2016	365.28	358.47
08/12/2016	365.24	358.46
09/12/2016	365.20	358.47
10/12/2016	365.17	358.45
11/12/2016	365.14	358.44
12/12/2016	365.11	358.42
13/12/2016	365.09	358.41
14/12/2016	365.06	358.37
15/12/2016	365.04	358.37
16/12/2016	365.02	358.36
17/12/2016	365.00	358.35
18/12/2016	364.98	358.34
19/12/2016	364.96	358.33
20/12/2016	364.94	358.32
21/12/2016	364.92	358.30
22/12/2016	364.90	358.29
23/12/2016	364.88	358.29
24/12/2016	364.87	358.28
25/12/2016	364.85	358.25
26/12/2016	364.83	358.23
27/12/2016	364.82	358.21
28/12/2016	364.80	358.20
29/12/2016	364.78	358.18
30/12/2016	364.77	358.16
31/12/2016	364.75	358.14
01/01/2017	364.73	358.12
02/01/2017	364.72	358.10
03/01/2017	364.70	358.08
04/01/2017	364.69	358.07
05/01/2017	364.67	358.06
06/01/2017	364.86	358.04
07/01/2017	365.38	358.04
08/01/2017	366.06	358.02
09/01/2017	366.20	358.02
10/01/2017	366.17	358.01
11/01/2017	366.07	357.99
08/02/2017	365.03	357.68
09/02/2017	364.98	357.66
10/02/2017	364.95	357.63
11/02/2017	364.92	357.60
12/02/2017	364.89	357.56
13/02/2017	364.86	357.55
14/02/2017	364.83	357.52
15/02/2017	364.81	357.44
16/02/2017	364.79	357.42
17/02/2017	364.76	357.37
18/02/2017	364.74	357.31
19/02/2017	364.72	357.26
20/02/2017	364.69	357.22
21/02/2017	364.67	357.17
22/02/2017	364.66	357.10
23/02/2017	364.64	357.06
24/02/2017	364.62	357.02
25/02/2017	364.62	356.97
26/02/2017	364.60	356.93
27/02/2017	364.58	356.86
28/02/2017	364.56	356.81
01/03/2017	364.55	356.76
02/03/2017	364.54	356.72
03/03/2017	364.52	356.67
04/03/2017	364.51	356.62
05/03/2017	364.49	356.56
