Date	HH_basin	HH_CH08
30/12/2016	364.77	358.19
31/12/2016	364.75	358.17
01/01/2017	364.73	358.15
02/01/2017	364.72	358.13
03/01/2017	364.70	358.11
04/01/2017	364.69	358.10
05/01/2017	364.67	358.09
06/01/2017	364.86	358.08
07/01/2017	365.38	358.08
08/01/2017	366.06	358.06
09/01/2017	366.20	358.05
10/01/2017	366.17	358.04
11/01/2017	366.07	357.99
12/01/2017	366.20	357.96
13/01/2017	366.41	357.95
14/01/2017	366.59	357.94
15/01/2017	366.73	357.94
16/01/2017	366.81	357.94
17/01/2017	366.74	357.90
18/01/2017	366.59	357.88
19/01/2017	366.46	357.89
20/01/2017	366.34	357.91
21/01/2017	366.23	357.90
22/01/2017	366.14	357.91
23/01/2017	366.05	357.91
24/01/2017	365.95	357.90
25/01/2017	365.87	357.90
26/01/2017	365.78	357.90
27/01/2017	365.70	357.89
28/01/2017	365.62	357.89
29/01/2017	365.55	357.88
30/01/2017	365.48	357.86
31/01/2017	365.41	357.85
01/02/2017	365.35	357.83
02/02/2017	365.29	357.82
03/02/2017	365.24	357.80
04/02/2017	365.20	357.78
05/02/2017	365.15	357.77
06/02/2017	365.11	357.74
07/02/2017	365.07	357.72
08/02/2017	365.03	357.70
09/02/2017	364.98	357.69
10/02/2017	364.95	357.68
11/02/2017	364.92	357.64
12/02/2017	364.89	357.60
13/02/2017	364.86	357.56
14/02/2017	364.83	357.52
15/02/2017	364.81	357.48
16/02/2017	364.79	357.46
17/02/2017	364.76	357.42
18/02/2017	364.74	357.36
19/02/2017	364.72	357.32
20/02/2017	364.69	357.29
21/02/2017	364.67	357.23
22/02/2017	364.66	357.17
23/02/2017	364.64	357.11
24/02/2017	364.62	357.06
25/02/2017	364.62	357.02
26/02/2017	364.60	356.98
27/02/2017	364.58	356.92
28/02/2017	364.56	356.86
01/03/2017	364.55	356.82
02/03/2017	364.54	356.78
03/03/2017	364.52	356.74
04/03/2017	364.51	356.69
05/03/2017	364.49	356.63
